GENE             CHR      START       STOP  NSNPS  NPARAM      N        ZSTAT            P
ENSG00000165832   10  116697952  116737430     73       9  65967      0.24017       0.4051
ENSG00000107518   10  116853124  117708503   1336      20  65967     -0.19623      0.57778
ENSG00000151892   10  117816444  118032979    485      42  65967      -1.1927      0.88351
ENSG00000182645   10  118083940  118139541    123      12  65967       1.1504      0.12499
ENSG00000203837   10  118187379  118237469    119      11  65967      -1.5294      0.93692
ENSG00000175535   10  118305443  118327367     24       3  65967      0.71892      0.23609
ENSG00000187021   10  118349897  118368687     47       9  65967      0.44986       0.3264
ENSG00000165863   10  118423207  118429775      8       2  65967      0.17006      0.43248
ENSG00000165868   10  118430703  118502085    211      15  65967       2.0477     0.020293
ENSG00000188316   10  118609023  118671299     38       3  65967       0.1179      0.45307
ENSG00000187164   10  118643742  118886097    133       5  65967      0.43454      0.33195
ENSG00000186795   10  118957000  118969810     63       4  65967      -1.1799      0.88099
ENSG00000165646   10  119000604  119038941     86      15  65967     -0.75873      0.77599
ENSG00000165650   10  119040000  119134978    196      10  65967    -0.017337      0.50692
ENSG00000170370   10  119301955  119309056     13       4  65967      0.55334      0.29002
ENSG00000107560   10  119764427  119806114     29       5  65967     -0.59025      0.72249
ENSG00000165669   10  120065401  120101840     40       8  65967      0.99361      0.16021
ENSG00000119973   10  120352916  120355160      9       4  65967      0.17346      0.43114
ENSG00000151893   10  120433679  120514761    156      11  65967      0.82894      0.20357
ENSG00000188613   10  120789228  120793854      1       1  65967     -0.49472       0.6896
ENSG00000107581   10  120794356  120840316     50       5  65967      0.84423      0.19927
ENSG00000119979   10  120863598  120897496     70       2  65967       1.6096     0.053743
ENSG00000183605   10  120900279  120925179     55       5  65967       1.2657      0.10281
ENSG00000165672   10  120927215  120938345     14       2  65967     -0.15182      0.56033
ENSG00000198873   10  120967101  121215131    563      47  65967      0.32496       0.3726
ENSG00000148908   10  121259340  121302220    101      14  65967        -1.24      0.89251
ENSG00000151923   10  121334199  121356541     25       5  65967       1.8104     0.035115
ENSG00000151929   10  121410882  121437331     82      11  65967       1.4998     0.066837
ENSG00000198825   10  121485609  121588652    173      10  65967     -0.29701      0.61677
ENSG00000197771   10  121588972  121652068    188      11  65967     -0.81128       0.7914
ENSG00000107651   10  121652223  121702014    153      10  65967     -0.32434      0.62716
ENSG00000203805   10  122216466  122349367    385      29  65967      -1.0005      0.84147
ENSG00000177234   10  122357721  122359629      2       1  65967      0.47231      0.31835
ENSG00000120008   10  122610687  122669036    179       7  65967     -0.78002      0.78231
ENSG00000066468   10  123237848  123357972    140      24  65967      -1.3615      0.91332
ENSG00000107669   10  123499939  123688316    486      29  65967     -0.37093      0.64465
ENSG00000107672   10  123716603  123734732     49       4  65967     0.066556      0.47347
ENSG00000138162   10  123748689  124014060    769      76  65967      0.82527      0.20461
ENSG00000138152   10  124030821  124097677    211      18  65967     -0.43186      0.66708
ENSG00000107679   10  124134212  124191867    120      11  65967      0.93418      0.17511
ENSG00000254636   10  124214169  124216868     15       3  65967      0.68808       0.2457
ENSG00000166033   10  124221041  124274424    159      20  65967      0.83603      0.20157
ENSG00000187908   10  124320181  124403252     10       1  65967       1.8399     0.032892
ENSG00000183559   10  124457225  124459338      7       2  65967       1.9596     0.025021
ENSG00000138161   10  124591665  124639146     21       4  65967      -1.2879      0.90112
ENSG00000213185   10  124608594  124639157     14       4  65967      -1.3774       0.9158
ENSG00000203795   10  124670217  124672627      3       1  65967     -0.98995       0.8389
ENSG00000119965   10  124690419  124713919     21       3  65967     -0.91837      0.82079
ENSG00000179988   10  124713897  124757029    106       9  65967      0.71197      0.23824
ENSG00000095574   10  124750322  124768333     41       8  65967       1.1496      0.12514
ENSG00000196177   10  124768495  124817827    141      18  65967        1.256      0.10456
ENSG00000188816   10  124907638  124910188      2       1  65967      0.85642      0.19588
ENSG00000154473   10  124913793  124924886     12       1  65967      0.83065      0.20308
ENSG00000154478   10  125425871  125454123     57      10  65967       1.3628     0.086469
ENSG00000121898   10  125465723  125699783    495      46  65967      0.94506      0.17231
ENSG00000182022   10  125767184  125853206     66       7  65967      0.45053      0.32616
ENSG00000065154   10  126085872  126107545     66       8  65967      0.86121      0.19456
ENSG00000107902   10  126150403  126306457    680      41  65967       1.7791     0.037608
ENSG00000189319   10  126307861  126432838    200      20  65967     -0.11951      0.54756
ENSG00000203791   10  126436718  126480439     64       7  65967      0.45275      0.32536
ENSG00000165660   10  126490354  126525239     43       7  65967       2.0708     0.019188
ENSG00000019995   10  126630692  126676758     62       5  65967    -0.028324       0.5113
ENSG00000175029   10  126676421  126849739    509      42  65967     -0.85539      0.80383
ENSG00000175018   10  127265091  127371713    142      13  65967       1.2987     0.097032
ENSG00000107938   10  127408084  127452712     36       4  65967     -0.65668      0.74431
ENSG00000154485   10  127455022  127464390      5       2  65967       1.7232     0.042422
ENSG00000188690   10  127477146  127511817     59       3  65967       1.7671     0.038604
ENSG00000107949   10  127512115  127542264     29       3  65967       1.8367     0.033124
ENSG00000089876   10  127524906  127585005     45       6  65967        1.677     0.046776
ENSG00000203780   10  127585108  127698161    234      12  65967       1.5609     0.059272
ENSG00000148848   10  127700950  128077024   1108      81  65967       1.3253      0.09253
ENSG00000154493   10  128113566  128359079    552      54  65967       1.8993     0.028761
ENSG00000150760   10  128593978  129250781   1412      90  65967       1.6619     0.048266
ENSG00000188916   10  128933694  128994422     91       8  65967       1.3345     0.091026
ENSG00000214285   10  129347613  129350935     31       7  65967      0.55624      0.28902
ENSG00000186766   10  129535499  129539450      6       1  65967    0.0053986      0.49785
ENSG00000180745   10  129676105  129691211     34      10  65967       1.3182     0.093723
ENSG00000132334   10  129705325  129884119    502      61  65967       2.3456    0.0094986
ENSG00000148773   10  129894923  129924649     84      13  65967     -0.81933       0.7937
ENSG00000170430   10  131265448  131566271   1025      40  65967      -1.6498      0.95051
ENSG00000108001   10  131633547  131762105     81      17  65967       0.2558      0.39905
ENSG00000108010   10  131934663  131982785    181      17  65967        1.196      0.11585
ENSG00000176769   10  132890654  133109984    783      77  65967     -0.17669      0.57012
ENSG00000175470   10  133747955  133773331     54       5  65967     -0.57918      0.71877
ENSG00000176171   10  133781578  133795435     20       3  65967      -0.9198      0.82116
ENSG00000188385   10  133918175  133998313    252      24  65967      0.76368      0.22253
ENSG00000151640   10  134000404  134019280     43       6  65967      0.99121      0.16079
ENSG00000165752   10  134020996  134145351    261      18  65967      0.48637      0.31335
ENSG00000148814   10  134145614  134195010    156      13  65967      0.11019      0.45613
ENSG00000171813   10  134210672  134231367     25       6  65967      -1.1381      0.87247
ENSG00000068383   10  134351324  134596979    287      16  65967      0.62435       0.2662
ENSG00000148826   10  134598297  134599556      1       1  65967       1.3303      0.09171
ENSG00000171811   10  134621896  134756327    370      23  65967      0.35134      0.36267
ENSG00000197177   10  134884433  134945179     45       5  65967     -0.70795      0.76051
ENSG00000171798   10  134973951  135039916    124      11  65967      0.24152      0.40458
ENSG00000151650   10  135050908  135055433     10       1  65967       0.3286      0.37123
ENSG00000151651   10  135075907  135090372     29       2  65967      0.57134      0.28388
ENSG00000130640   10  135093135  135125841     38       3  65967       1.4409     0.074813
ENSG00000198546   10  135121979  135166033     32       4  65967       1.7351     0.041362
ENSG00000130643   10  135138927  135150475     10       2  65967       1.8911     0.029306
ENSG00000165828   10  135160650  135166187      2       1  65967       1.1913      0.11676
ENSG00000127884   10  135175984  135187193      6       1  65967      -1.4603      0.92789
ENSG00000148832   10  135192695  135205198     13       1  65967     -0.24807      0.59796
ENSG00000148824   10  135207598  135234811     28       2  65967       1.2746      0.10123
ENSG00000203772   10  135234170  135382916    316      15  65967       3.1197   0.00090527
ENSG00000130649   10  135333910  135374724    168       9  65967       2.6356    0.0041994
ENSG00000171772   10  135367404  135382876     98       3  65967       2.3579    0.0091881
ENSG00000177951   11     167784     207428     40       8  65967      -1.2267      0.89003
ENSG00000177947   11     196738     200261      6       2  65967     -0.69397      0.75615
ENSG00000177963   11     207511     215113     20       6  65967      -1.5365      0.93779
ENSG00000142082   11     215458     236931    113      10  65967      -1.5888      0.94395
ENSG00000185627   11     236546     252983     73       8  65967      -1.3702      0.91468
ENSG00000174885   11     278365     285359      1       1  65967       1.1086       0.1338
ENSG00000185201   11     307631     315272      2       1  65967       1.0517      0.14648
ENSG00000182272   11     369796     382116      7       1  65967      -1.7377      0.95887
ENSG00000184363   11     392614     404908      6       1  65967     -0.44994      0.67362
ENSG00000185187   11     405716     417455      4       1  65967      0.20688      0.41805
ENSG00000185101   11     417933     442011     25       3  65967     -0.41456      0.66077
ENSG00000174915   11     448268     491393     70       5  65967       1.1894      0.11714
ENSG00000023191   11     494512     507300     39       4  65967      0.46506      0.32094
ENSG00000174775   11     532242     537287     10       2  65967       3.0629    0.0010959
ENSG00000161328   11     537527     554916     37       6  65967       2.1953     0.014072
ENSG00000185522   11     554855     560779     16       4  65967       2.1401     0.016173
ENSG00000099849   11     560404     564021      4       2  65967      0.94642      0.17197
ENSG00000070047   11     576486     612222     70       7  65967       1.4977       0.0671
ENSG00000185507   11     612553     615999     14       2  65967      0.60891      0.27129
ENSG00000099834   11     616565     626078     28       4  65967       1.5847     0.056522
ENSG00000069696   11     637293     640706      1       1  65967      0.82178       0.2056
ENSG00000177030   11     644233     706715    171      12  65967       1.8865     0.029611
ENSG00000177106   11     694438     727727     47       9  65967      0.67818      0.24883
ENSG00000177042   11     695428     705028     23       5  65967      0.78192      0.21713
ENSG00000177156   11     747329     765024     17       4  65967     -0.53917      0.70512
ENSG00000177225   11     767220     777488     24       3  65967     -0.37846      0.64745
ENSG00000184524   11     787104     790123      5       2  65967      0.42496      0.33543
ENSG00000177542   11     790475     798316      6       2  65967      0.30496       0.3802
ENSG00000177595   11     799179     809753      5       1  65967     -0.41243      0.65999
ENSG00000177600   11     809647     812880      1       1  65967       -1.268       0.8976
ENSG00000177685   11     826144     831991      3       1  65967       0.6738      0.25022
ENSG00000177697   11     832843     839831     30       1  65967      0.27254       0.3926
ENSG00000177700   11     837356     842545     23       2  65967      0.33194      0.36997
ENSG00000214063   11     842808     867116     10       1  65967      0.64979      0.25791
ENSG00000177830   11     867357     915058     39       1  65967       1.0563      0.14541
ENSG00000183020   11     924894    1012239    226       6  65967      0.36566      0.35731
ENSG00000184956   11    1012821    1036706     26       5  65967       1.0212      0.15359
ENSG00000198788   11    1074875    1104419     36       3  65967       2.3149     0.010308
ENSG00000117983   11    1244296    1283406    147       8  65967      0.95159      0.17065
ENSG00000078902   11    1295601    1330884     76      14  65967       1.2591      0.10401
ENSG00000174672   11    1411129    1483919    156      16  65967       1.8633     0.031211
ENSG00000182208   11    1490687    1522477     79       6  65967     0.096767      0.46146
ENSG00000184545   11    1575274    1593150     47       4  65967     -0.59661      0.72462
ENSG00000205867   11    1618409    1619524      1       1  65967      -1.4765       0.9301
ENSG00000196224   11    1628795    1629693      5       2  65967     -0.18509      0.57342
ENSG00000241598   11    1642188    1643368      3       2  65967    -0.023618      0.50942
ENSG00000185940   11    1651033    1652160     11       3  65967     -0.88562      0.81209
ENSG00000244242   11    1753640    1771821     38       2  65967      -2.5289      0.99428
ENSG00000117984   11    1773982    1785222     20       2  65967      -1.1252      0.86975
ENSG00000149043   11    1848709    1858751     10       3  65967       1.1558      0.12389
ENSG00000130592   11    1874200    1913497     66       9  65967      0.63243      0.26355
ENSG00000184682   11    1910375    1912084      3       2  65967      0.92317      0.17796
ENSG00000130595   11    1940792    1959936     14       3  65967    -0.054415       0.5217
ENSG00000214026   11    1968508    2005752     80       7  65967      0.31148      0.37772
ENSG00000167244   11    2150342    2170833     19       3  65967       1.0826      0.13949
ENSG00000183734   11    2289725    2292182      5       1  65967       0.5572       0.2887
ENSG00000110665   11    2316875    2324279     22       3  65967       1.0763      0.14089
ENSG00000064201   11    2323227    2339430     41       5  65967      0.16878      0.43299
ENSG00000070985   11    2425745    2444275     14       1  65967      0.37383      0.35427
ENSG00000053918   11    2465914    2870339    647      85  65967      0.81806      0.20666
ENSG00000254827   11    2909010    2924970     17       6  65967       1.3009     0.096639
ENSG00000110628   11    2920951    2946476     46       9  65967       1.0263      0.15237
ENSG00000181649   11    2949503    2950685      2       1  65967      0.87184      0.19165
ENSG00000205531   11    2965667    3013607    136      12  65967    -0.076898      0.53065
ENSG00000110619   11    3022152    3078843    131       9  65967     -0.64473      0.74045
ENSG00000021762   11    3108346    3187969    143      15  65967     -0.23272      0.59201
ENSG00000184350   11    3248928    3253616     10       4  65967     0.038736      0.48455
ENSG00000005801   11    3360491    3400448    121       8  65967       1.8982     0.028838
ENSG00000167311   11    3659733    3663546      3       1  65967      -2.3226       0.9899
ENSG00000129744   11    3666358    3685646     22       4  65967      0.57354      0.28314
ENSG00000129749   11    3686817    3692614     17       3  65967       1.1499      0.12509
ENSG00000110713   11    3692313    3819022    297      15  65967       1.5892     0.056003
ENSG00000148985   11    3818954    3847601     56       4  65967     -0.61398      0.73039
ENSG00000177105   11    3848208    3862213     36       5  65967       1.2958     0.097521
ENSG00000167323   11    3875757    4114439    462      19  65967     -0.18956      0.57517
ENSG00000167325   11    4115937    4160106    101       9  65967     -0.12201      0.54855
ENSG00000221996   11    4388493    4389616      2       1  65967      -1.4025      0.91961
ENSG00000132109   11    4406127    4414926     26       5  65967      0.71872      0.23616
ENSG00000181963   11    4470525    4471591      3       1  65967      -1.2892      0.90134
ENSG00000196778   11    4510109    4511138      2       1  65967     -0.12833      0.55105
ENSG00000197790   11    4566421    4567374      4       2  65967       1.3048     0.095974
ENSG00000171987   11    4592653    4599050     40       8  65967     -0.22606      0.58942
ENSG00000226288   11    4608021    4609135      2       1  65967     -0.18556       0.5736
ENSG00000232268   11    4615037    4616243      5       2  65967     -0.20713      0.58205
ENSG00000167333   11    4619902    4629489     29       4  65967     -0.58333      0.72016
ENSG00000197428   11    4660945    4662068      4       1  65967      0.05728      0.47716
ENSG00000180785   11    4664650    4676718     49       7  65967      0.36147      0.35887
ENSG00000167332   11    4701401    4719084     51      11  65967     -0.37302      0.64543
ENSG00000167346   11    4726157    5013659   1040      40  65967     -0.70636      0.76002
ENSG00000188069   11    4790209    4791168     16       2  65967       0.3067      0.37953
ENSG00000176937   11    4824663    4825847      4       1  65967      0.03965      0.48419
ENSG00000176925   11    4842551    4843686      3       2  65967    0.0098609      0.49607
ENSG00000176922   11    4869427    4870514      8       3  65967      0.36226      0.35858
ENSG00000176904   11    4880886    4881794      2       1  65967      0.34674      0.36439
ENSG00000176900   11    4903049    4904113      1       1  65967      0.53797       0.2953
ENSG00000176895   11    4928600    4929538      4       2  65967     -0.70533       0.7597
ENSG00000176893   11    4935900    4936922      2       1  65967    -0.086424      0.53444
ENSG00000176879   11    4944531    4945637      7       2  65967      0.12392      0.45069
ENSG00000205497   11    4967355    4968356      3       1  65967      0.68349      0.24715
ENSG00000176798   11    5020213    5021160      5       2  65967   -0.0096138      0.50384
ENSG00000205495   11    5067756    5068691      7       2  65967      -1.7838      0.96277
ENSG00000176787   11    5079880    5080857      6       3  65967       0.2108      0.41652
ENSG00000171944   11    5152922    5153872      1       1  65967     -0.27229       0.6073
ENSG00000182070   11    5172239    5207612    132       6  65967      0.79277      0.21396
ENSG00000176742   11    5220965    5221930      1       1  65967      -1.6343       0.9489
ENSG00000244734   11    5246694    5250625      5       1  65967      -2.1022      0.98223
ENSG00000223609   11    5253908    5256600      2       1  65967      -1.0165      0.84531
ENSG00000213934   11    5269313    5271122      3       1  65967     -0.92018      0.82126
ENSG00000196565   11    5274420    5667019   1829      73  65967      -1.0414      0.85116
ENSG00000213931   11    5289582    5526847   1188      42  65967      -1.4074      0.92034
ENSG00000183251   11    5322244    5323226      2       1  65967      -1.7238      0.95763
ENSG00000184881   11    5344541    5345582     10       2  65967     -0.87984      0.81053
ENSG00000242180   11    5363744    5364809      8       2  65967      -1.1515      0.87524
ENSG00000176239   11    5372738    5373676     16       3  65967     0.064451      0.47431
ENSG00000184698   11    5410607    5411664      6       1  65967      -2.1348      0.98361
ENSG00000184321   11    5423827    5424777     12       2  65967      -1.0993      0.86419
ENSG00000167360   11    5443341    5444436     11       1  65967     -0.32678      0.62808
ENSG00000167359   11    5461800    5462744      4       2  65967      0.90142      0.18368
ENSG00000187918   11    5474638    5475707      5       3  65967     0.071011      0.47169
ENSG00000181609   11    5509915    5510979      7       2  65967     -0.27912      0.60992
ENSG00000175520   11    5528530    5531215      4       2  65967     0.025785      0.48971
ENSG00000175518   11    5535623    5537935      8       1  65967     -0.99038      0.83901
ENSG00000181616   11    5565719    5566779      5       1  65967      0.42328      0.33604
ENSG00000187747   11    5602107    5603114      7       2  65967     -0.77982      0.78225
ENSG00000121236   11    5617339    5634188     63      14  65967      0.80988      0.20901
ENSG00000258659   11    5640994    5665628     61       7  65967     -0.49512      0.68974
ENSG00000132256   11    5684425    5959849   1263      42  65967      0.33081      0.37039
ENSG00000132274   11    5710919    5758319    220      23  65967     -0.37025       0.6444
ENSG00000181023   11    5757681    5758768      4       2  65967      0.13727      0.44541
ENSG00000181074   11    5775923    5776959      6       2  65967     0.037978      0.48485
ENSG00000181001   11    5809084    5810046      7       2  65967      0.32787      0.37151
ENSG00000180988   11    5841544    5842578     11       2  65967       1.4093     0.079377
ENSG00000205409   11    5862158    5863182      8       1  65967      0.10251      0.45918
ENSG00000183269   11    5877904    5878964      3       1  65967      0.78425      0.21645
ENSG00000180974   11    5905501    5906527      7       2  65967      0.41462      0.33921
ENSG00000184478   11    5968570    5969591      2       1  65967       1.4159     0.078395
ENSG00000183313   11    6007122    6008215      7       3  65967      -1.4719      0.92947
ENSG00000183389   11    6023216    6024424      3       1  65967     -0.48187      0.68505
ENSG00000180934   11    6047901    6048971      1       1  65967      -1.1665       0.8783
ENSG00000180919   11    6128914    6130065      2       1  65967      0.90721      0.18215
ENSG00000180913   11    6149840    6150706      1       1  65967      0.43275       0.3326
ENSG00000180909   11    6173006    6173818      2       1  65967     -0.40809       0.6584
ENSG00000255307   11    6190560    6191638      1       1  65967       1.1705       0.1209
ENSG00000175485   11    6220376    6221489      3       1  65967     -0.31349      0.62305
ENSG00000180878   11    6226796    6232362      5       2  65967     -0.74897      0.77306
ENSG00000051009   11    6232565    6255941     38       5  65967      0.28169      0.38909
ENSG00000132259   11    6255995    6265659     11       4  65967      0.36818      0.35637
ENSG00000110148   11    6280966    6293357     45       5  65967     -0.16745      0.56649
ENSG00000170955   11    6340176    6341877      3       1  65967      -1.4221       0.9225
ENSG00000166311   11    6411655    6416228      4       1  65967      0.33464      0.36895
ENSG00000166313   11    6416355    6440644     17       4  65967      -1.2606      0.89627
ENSG00000110169   11    6452279    6463847     12       1  65967     -0.86498      0.80648
ENSG00000110171   11    6469843    6495689     27       3  65967     -0.34744      0.63587
ENSG00000132254   11    6496910    6502666      4       2  65967      -0.1446      0.55748
ENSG00000132286   11    6502677    6505909      6       2  65967      -0.3111      0.62214
ENSG00000265264   11    6502715    6530208     65       6  65967      0.40777      0.34172
ENSG00000179532   11    6518490    6614988    171      18  65967      0.57003      0.28433
ENSG00000132275   11    6616305    6624850      9       3  65967     -0.49403      0.68936
ENSG00000166333   11    6624961    6632102     25       3  65967      0.17521      0.43046
ENSG00000166337   11    6627526    6633898     16       3  65967      0.76122      0.22326
ENSG00000166340   11    6634000    6640692      8       2  65967       2.2573     0.011995
ENSG00000166341   11    6642556    6677085     48       8  65967       2.5662     0.005141
ENSG00000158042   11    6702013    6704632     13       2  65967      0.72167      0.23525
ENSG00000188124   11    6789218    6790286      4       2  65967       1.3406     0.090026
ENSG00000170803   11    6806248    6807245      3       1  65967      0.46889      0.31958
ENSG00000184933   11    6815756    6817128      3       2  65967       1.7202     0.042701
ENSG00000166363   11    6866883    6867936      1       1  65967      0.17841       0.4292
ENSG00000170790   11    6890924    6891976      8       1  65967       2.5373    0.0055862
ENSG00000170782   11    6897856    6898850      3       2  65967       1.3954     0.081449
ENSG00000166368   11    6912721    6913830      3       2  65967       1.2733      0.10145
ENSG00000178358   11    6942205    6943264      6       2  65967       1.8504     0.032131
ENSG00000149054   11    6947635    7005863    152      12  65967       0.8505      0.19752
ENSG00000149050   11    7020549    7041599     55       4  65967       1.3661     0.085953
ENSG00000158077   11    7041677    7092539    159      11  65967       0.6233      0.26654
ENSG00000170748   11    7110165    7112379      3       1  65967     -0.85976      0.80504
ENSG00000170743   11    7260009    7490273    758      60  65967       1.0471      0.14753
ENSG00000183801   11    7506619    7532608     98      11  65967     -0.14763      0.55868
ENSG00000166387   11    7534529    7678358    478      49  65967      -1.6106      0.94637
ENSG00000166394   11    7686331    7698453     47       9  65967     0.071177      0.47163
ENSG00000183303   11    7817452    7818520     12       1  65967      -1.8498      0.96783
ENSG00000182334   11    7846584    7847519      3       1  65967      0.70261      0.24115
ENSG00000175393   11    7949180    7950209      5       2  65967      -1.2509      0.89451
ENSG00000170683   11    7960081    7961141      1       1  65967     -0.59716       0.7248
ENSG00000182261   11    7980971    7986973     13       3  65967    -0.092531      0.53686
ENSG00000175390   11    7991798    8023409     80      14  65967     -0.45839      0.67666
ENSG00000166402   11    8040791    8127659    210      30  65967      0.87652      0.19037
ENSG00000166405   11    8127597    8190602    171      14  65967      0.35332      0.36193
ENSG00000166407   11    8245851    8290263    136      25  65967     -0.65173      0.74271
ENSG00000130413   11    8413418    8615836    533      18  65967      -1.4342      0.92424
ENSG00000166436   11    8633584    8693413    113      10  65967      0.30017      0.38202
ENSG00000166441   11    8703958    8736306     51       9  65967      0.10713      0.45734
ENSG00000166444   11    8714898    8932498    414      20  65967      0.41383       0.3395
ENSG00000166452   11    8932686    8941631     33       5  65967        1.265      0.10293
ENSG00000176029   11    8941623    8954553     31       4  65967       1.1206      0.13123
ENSG00000176009   11    8959119    8964580     23       3  65967       1.3171      0.09391
ENSG00000175348   11    8968841    8986558     42       5  65967       1.4255     0.077013
ENSG00000175352   11    9002123    9025596     52       6  65967      0.72915      0.23295
ENSG00000175356   11    9041071    9159661    233      31  65967       1.0105      0.15612
ENSG00000184014   11    9160372    9286937    222      14  65967       0.3904      0.34812
ENSG00000166471   11    9302201    9336327     96       9  65967     -0.34798      0.63607
ENSG00000205339   11    9406169    9469673     91       7  65967     -0.19833      0.57861
ENSG00000166478   11    9481866    9550071    102       9  65967     -0.36355       0.6419
ENSG00000166483   11    9595228    9615004     29       6  65967      -3.0813      0.99897
ENSG00000133789   11    9685624    9774538    263       9  65967      0.16475      0.43457
ENSG00000133812   11    9800214   10315754   1427      29  65967      -1.4206      0.92229
ENSG00000133805   11   10329860   10529126    590      47  65967    -0.014905      0.50595
ENSG00000255823   11   10529434   10530723      2       1  65967       1.2357      0.10829
ENSG00000110315   11   10533225   10562777     73       7  65967       1.4102     0.079246
ENSG00000133800   11   10578513   10633236     84      11  65967      0.31611      0.37596
ENSG00000072952   11   10594638   10715535    271      23  65967      -1.0562      0.85456
ENSG00000198730   11   10772534   10801290     35       7  65967     -0.25519      0.60071
ENSG00000110321   11   10818597   10830657     19       3  65967       -2.275      0.98855
ENSG00000236287   11   10833621   10880343     99       8  65967      -1.5952      0.94466
ENSG00000110328   11   11292423   11643552   1261     114  65967     -0.46219      0.67803
ENSG00000254598   11   11373489   11374904      2       1  65967      0.88351      0.18848
ENSG00000170242   11   11862970   11980870    156      13  65967     -0.64911      0.74187
ENSG00000050165   11   11984653   12031316    125      29  65967      0.89279      0.18599
ENSG00000133816   11   12115543   12285334    480      48  65967       1.5791      0.05716
ENSG00000133808   11   12297627   12380691    320      22  65967      -1.1742      0.87985
ENSG00000197702   11   12398732   12552348    317      36  65967      -1.3811      0.91638
ENSG00000187079   11   12695969   12966298    355      27  65967      0.61773      0.26838
ENSG00000133794   11   13298199   13408813    162      16  65967       2.0026      0.02261
ENSG00000148925   11   13409548   13484844    155      10  65967        1.777     0.037788
ENSG00000152266   11   13513602   13517728      8       2  65967     -0.24392      0.59635
ENSG00000197601   11   13690217   13753893     95      13  65967      0.42366      0.33591
ENSG00000133818   11   14299472   14386052     64       9  65967       1.6358     0.050944
ENSG00000129083   11   14464986   14521573     80       7  65967     -0.13751      0.55469
ENSG00000256206   11   14515329   14541890     34       4  65967     -0.60709      0.72811
ENSG00000129084   11   14515329   14665181    134      14  65967    -0.048091      0.51918
ENSG00000152270   11   14665269   14892350    202      14  65967      0.19529      0.42258
ENSG00000186104   11   14899553   14913798      8       2  65967      0.36654      0.35698
ENSG00000175868   11   14926543   15103888    230       8  65967      0.40622      0.34229
ENSG00000110680   11   14988214   14993900      2       1  65967       -0.169       0.5671
ENSG00000188487   11   15133970   15268754    333      32  65967      0.49663      0.30973
ENSG00000110693   11   15987995   16761138   1049      36  65967       2.0539     0.019993
ENSG00000110696   11   16634679   16778428    159      11  65967        0.994      0.16011
ENSG00000166689   11   16799842   17035990    593      32  65967      0.42634      0.33493
ENSG00000110700   11   17095936   17099334      5       2  65967        2.822    0.0023861
ENSG00000011405   11   17099277   17229530    154       9  65967       3.0711    0.0010663
ENSG00000070081   11   17229700   17371521    237      15  65967       3.0961   0.00098031
ENSG00000188211   11   17373273   17398888     53       8  65967       1.2837     0.099621
ENSG00000187486   11   17407406   17410878      7       2  65967       1.9541     0.025347
ENSG00000006071   11   17414432   17498449    248      19  65967       1.4661      0.07131
ENSG00000006611   11   17515442   17565963    129      19  65967       1.5847      0.05652
ENSG00000188162   11   17568920   17668697    181      16  65967       1.1769      0.11961
ENSG00000129152   11   17741115   17743678      1       1  65967     0.096404       0.4616
ENSG00000129159   11   17756359   17804602     74       8  65967      -1.1042      0.86525
ENSG00000129158   11   17809595   18034709    338      26  65967       3.2681    0.0005413
ENSG00000129167   11   18039111   18063973     39       4  65967       3.1183   0.00090947
ENSG00000166788   11   18091482   18127638    101       5  65967        1.847     0.032377
ENSG00000179826   11   18142502   18160027     30       4  65967       2.3091      0.01047
ENSG00000179817   11   18194384   18195827      7       2  65967       2.1546     0.015595
ENSG00000148965   11   18252896   18258440     10       3  65967      0.28973      0.38601
ENSG00000134339   11   18260770   18270190      9       3  65967     -0.21444       0.5849
ENSG00000173432   11   18287721   18291524      8       2  65967      0.69447      0.24369
ENSG00000110756   11   18300223   18343745     96       9  65967       1.2144       0.1123
ENSG00000110768   11   18343842   18388591     67       6  65967      0.87693      0.19026
ENSG00000134333   11   18415935   18429972     44       3  65967       -2.012      0.97789
ENSG00000166796   11   18433854   18473605    157       8  65967      -1.2365      0.89186
ENSG00000166800   11   18477371   18501147     22       4  65967      -1.0483      0.85276
ENSG00000074319   11   18489883   18548779    120       9  65967      -1.0023      0.84191
ENSG00000151116   11   18551156   18610294    131      12  65967     -0.82025      0.79396
ENSG00000179119   11   18627948   18656338     57       9  65967      0.46826       0.3198
ENSG00000151117   11   18714669   18726332      9       3  65967      0.34851      0.36373
ENSG00000179057   11   18725852   18747777     54       6  65967        1.623     0.052298
ENSG00000110786   11   18749475   18814268    118      18  65967      0.85881      0.19522
ENSG00000183695   11   19076002   19082228     34       4  65967      0.62155      0.26712
ENSG00000177054   11   19138646   19197969    113      10  65967       1.9875     0.023436
ENSG00000129170   11   19203578   19232120     69      12  65967     -0.65705      0.74443
ENSG00000129173   11   19245610   19263167     17       6  65967      0.74455      0.22827
ENSG00000166833   11   19372271   20143144   1705     160  65967      0.39743      0.34552
ENSG00000109851   11   20177701   20182159      5       2  65967      0.60046       0.2741
ENSG00000109854   11   20385231   20405329     47       8  65967     -0.12198      0.54854
ENSG00000185238   11   20409076   20530840    221      10  65967     -0.74568      0.77207
ENSG00000165970   11   20620946   20680831    212      26  65967      0.68127      0.24785
ENSG00000165973   11   20691117   21597227   2280     169  65967        1.378     0.084104
ENSG00000171714   11   22214722   22304903     94       3  65967        1.977     0.024018
ENSG00000091664   11   22359643   22401049     80      16  65967      0.59401      0.27625
