ENSGID	NAME	CHR	START	END	TSS
ENSG00000141380	SS18	18	23596578	23671181	23671181
ENSG00000154611	PSMA8	18	23713816	23773319	23713816
ENSG00000141384	TAF4B	18	23805900	23971649	23805900
ENSG00000134504	KCTD1	18	24034874	24237365	24237365
ENSG00000171885	AQP4	18	24432002	24445782	24445782
ENSG00000154080	CHST9	18	24495595	24765281	24765281
ENSG00000170558	CDH2	18	25530930	25757410	25757410
ENSG00000134762	DSC3	18	28569974	28622781	28622781
ENSG00000134755	DSC2	18	28645940	28682378	28682378
ENSG00000134765	DSC1	18	28709199	28742819	28742819
ENSG00000134760	DSG1	18	28898052	28936992	28898052
ENSG00000175065	DSG4	18	28956740	28994875	28956740
ENSG00000134757	DSG3	18	29027758	29058665	29027758
ENSG00000046604	DSG2	18	29078006	29128971	29078006
ENSG00000118271	TTR	18	29171689	29178974	29171689
ENSG00000118276	B4GALT6	18	29202210	29265799	29265799
ENSG00000141437	SLC25A52	18	29339525	29340843	29340843
ENSG00000153339	TRAPPC8	18	29409136	29533099	29533099
ENSG00000101695	RNF125	18	29598335	29653176	29598335
ENSG00000134758	RNF138	18	29671818	29711524	29671818
ENSG00000141441	GAREM	18	29704840	30050447	30050447
ENSG00000141434	MEP1B	18	29765032	29800367	29765032
ENSG00000197705	KLHL14	18	30252634	30353025	30353025
ENSG00000166960	CCDC178	18	30517366	31021065	31021065
ENSG00000141431	ASXL3	18	31158579	31331156	31158579
ENSG00000101746	NOL4	18	31431064	31804916	31804916
ENSG00000134769	DTNA	18	32073254	32471808	32073254
ENSG00000166974	MAPRE2	18	32556892	32723434	32556892
ENSG00000186812	ZNF397	18	32820994	32847097	32820994
ENSG00000186814	ZSCAN30	18	32831032	32870196	32870196
ENSG00000172466	ZNF24	18	32912176	32925446	32925446
ENSG00000186496	ZNF396	18	32946661	32957301	32957301
ENSG00000153391	INO80C	18	33032194	33077955	33077955
ENSG00000141429	GALNT1	18	33161081	33291798	33161081
ENSG00000141428	C18orf21	18	33552046	33559241	33552046
ENSG00000141425	RPRD1A	18	33564350	33647539	33647539
ENSG00000141424	SLC39A6	18	33688495	33709348	33709348
ENSG00000134759	ELP2	18	33709407	33757909	33709407
ENSG00000075643	MOCOS	18	33767482	33852120	33767482
ENSG00000134775	FHOD3	18	33877677	34360018	33877677
ENSG00000134779	TPGS2	18	34359987	34409158	34409158
ENSG00000150477	KIAA1328	18	34409069	34812135	34409069
ENSG00000101489	CELF4	18	34823010	35146000	35146000
ENSG00000078142	PIK3C3	18	39535171	39667794	39535171
ENSG00000152214	RIT2	18	40323192	40695657	40695657
ENSG00000132872	SYT4	18	40847843	40857615	40857615
ENSG00000152217	SETBP1	18	42260138	42648475	42260138
ENSG00000132874	SLC14A2	18	42792960	43263072	42792960
ENSG00000141469	SLC14A1	18	43304092	43332485	43304092
ENSG00000197046	SIGLEC15	18	43405477	43424045	43405477
ENSG00000152223	EPG5	18	43427574	43547240	43547240
ENSG00000152229	PSTPIP2	18	43563502	43652238	43652238
ENSG00000152234	ATP5A1	18	43664110	43684300	43684300
ENSG00000152240	HAUS1	18	43684298	43708299	43684298
ENSG00000152242	C18orf25	18	43753519	43846949	43753519
ENSG00000141622	RNF165	18	43906772	44043103	43906772
ENSG00000167210	LOXHD1	18	44056935	44236996	44236996
ENSG00000101638	ST8SIA5	18	44259081	44339220	44339220
ENSG00000078043	PIAS2	18	44388353	44500123	44500123
ENSG00000167216	KATNAL2	18	44497455	44627658	44497455
ENSG00000266996	TCEB3CL2	18	44542731	44544607	44544607
ENSG00000234298	TCEB3CL	18	44548658	44550534	44550534
ENSG00000183791	TCEB3C	18	44554573	44556449	44556449
ENSG00000206181	TCEB3B	18	44558943	44561988	44561988
ENSG00000167220	HDHD2	18	44633774	44676891	44676891
ENSG00000267228	IER3IP1	18	44661027	44702652	44702652
ENSG00000134049	IER3IP1	18	44681413	44702745	44702745
ENSG00000215474	SKOR2	18	44746293	44775554	44775554
ENSG00000175387	SMAD2	18	45357922	45457515	45457515
ENSG00000184828	ZBTB7C	18	45553044	45937123	45937123
ENSG00000134030	CTIF	18	46065417	46389588	46065417
ENSG00000101665	SMAD7	18	46446223	46477081	46477081
ENSG00000141627	DYM	18	46570039	46987717	46987717
ENSG00000177576	C18orf32	18	47008028	47013622	47013622
ENSG00000265681	RPL17	18	47014851	47018906	47018906
ENSG00000101670	LIPG	18	47087069	47119272	47087069
ENSG00000167315	ACAA2	18	47309869	47340330	47340330
ENSG00000167306	MYO5B	18	47349183	47721463	47721463
ENSG00000172361	CCDC11	18	47753563	47792892	47792892
ENSG00000141644	MBD1	18	47793252	47808144	47808144
ENSG00000154832	CXXC1	18	47808713	47814674	47814674
ENSG00000154839	SKA1	18	47901365	47920543	47901365
ENSG00000141639	MAPK4	18	48086448	48258194	48086448
ENSG00000134042	MRO	18	48324574	48351772	48351772
ENSG00000082212	ME2	18	48405419	48474691	48405419
ENSG00000141642	ELAC1	18	48494361	48514491	48494361
ENSG00000141646	SMAD4	18	48494410	48611415	48494410
ENSG00000176624	MEX3C	18	48700920	48744674	48744674
ENSG00000187323	DCC	18	49866542	51057784	49866542
ENSG00000134046	MBD2	18	51679079	51751158	51751158
ENSG00000101751	POLI	18	51795774	51847636	51795774
ENSG00000174448	STARD6	18	51850728	51884334	51884334
ENSG00000166845	C18orf54	18	51884287	51911588	51884287
ENSG00000178690	DYNAP	18	52254988	52266724	52254988
ENSG00000041353	RAB27B	18	52385091	52562747	52385091
ENSG00000166510	CCDC68	18	52568740	52626739	52626739
ENSG00000196628	TCF4	18	52889562	53332018	53332018
ENSG00000091164	TXNL1	18	54264439	54318831	54318831
ENSG00000091157	WDR7	18	54318574	54698828	54318574
ENSG00000228075	BOD1L2	18	54814293	54817531	54814293
ENSG00000177511	ST8SIA3	18	55018044	55038962	55018044
ENSG00000119547	ONECUT2	18	55102917	55158529	55102917
ENSG00000066926	FECH	18	55215515	55254004	55254004
ENSG00000134440	NARS	18	55267888	55289445	55289445
ENSG00000081923	ATP8B1	18	55313658	55470333	55470333
ENSG00000049759	NEDD4L	18	55711599	56068772	55711599
ENSG00000198796	ALPK2	18	56148479	56296189	56296189
ENSG00000172175	MALT1	18	56338618	56417371	56338618
ENSG00000074657	ZNF532	18	56529832	56653712	56529832
ENSG00000166562	SEC11C	18	56806709	56826068	56806709
ENSG00000134443	GRP	18	56887400	56898006	56887400
ENSG00000134438	RAX	18	56934267	56941318	56941318
ENSG00000166569	CPLX4	18	56942388	56985881	56985881
ENSG00000074695	LMAN1	18	56995055	57027194	57027194
ENSG00000183287	CCBE1	18	57098172	57364612	57364612
ENSG00000141682	PMAIP1	18	57567180	57571538	57567180
ENSG00000166603	MC4R	18	58038564	58040001	58040001
ENSG00000101542	CDH20	18	59000815	59223006	59000815
ENSG00000176641	RNF152	18	59475296	59561480	59561480
ENSG00000197563	PIGN	18	59710800	59854351	59854351
ENSG00000134444	KIAA1468	18	59854491	59974355	59854491
ENSG00000141655	TNFRSF11A	18	59992520	60058516	59992520
ENSG00000141664	ZCCHC2	18	60190240	60254942	60190240
ENSG00000081913	PHLPP1	18	60382672	60647666	60382672
ENSG00000171791	BCL2	18	60790579	60987361	60987361
ENSG00000119537	KDSR	18	60994959	61034743	61034743
ENSG00000119541	VPS4B	18	61056423	61089716	61089716
ENSG00000206075	SERPINB5	18	61143994	61172318	61143994
ENSG00000166634	SERPINB12	18	61223393	61234244	61223393
ENSG00000197641	SERPINB13	18	61254223	61271873	61254223
ENSG00000206073	SERPINB4	18	61304493	61311532	61311532
ENSG00000057149	SERPINB3	18	61322431	61329197	61329197
ENSG00000166396	SERPINB7	18	61420169	61472604	61420169
ENSG00000197632	SERPINB2	18	61538926	61571124	61538926
ENSG00000242550	SERPINB10	18	61564408	61603345	61564408
ENSG00000221887	HMSD	18	61616535	61649008	61616535
ENSG00000166401	SERPINB8	18	61637159	61672278	61637159
ENSG00000081138	CDH7	18	63417488	63548638	63417488
ENSG00000071991	CDH19	18	64168320	64271375	64271375
ENSG00000171451	DSEL	18	65173819	65184217	65184217
ENSG00000166479	TMX3	18	66340925	66382535	66382535
ENSG00000150636	CCDC102B	18	66382446	66722426	66382446
ENSG00000206052	DOK6	18	67068291	67516323	67068291
ENSG00000150637	CD226	18	67498394	67629039	67629039
ENSG00000176225	RTTN	18	67671029	67873181	67873181
ENSG00000170677	SOCS6	18	67956137	67997436	67956137
ENSG00000263417	GTSCR1	18	68297755	68317980	68317980
ENSG00000141668	CBLN2	18	70203915	70305756	70305756
ENSG00000166342	NETO1	18	70409549	70535381	70535381
ENSG00000141665	FBXO15	18	71740588	71815100	71815100
ENSG00000075336	TIMM21	18	71815746	71826197	71815746
ENSG00000166347	CYB5A	18	71920530	71959251	71959251
ENSG00000206043	C18orf63	18	71983048	72026422	71983048
ENSG00000187773	FAM69C	18	72102963	72125179	72125179
ENSG00000133313	CNDP2	18	72163051	72188366	72163051
ENSG00000150656	CNDP1	18	72201675	72254448	72201675
ENSG00000215421	ZNF407	18	72265106	72777627	72265106
ENSG00000180011	ZADH2	18	72907063	72921303	72921303
ENSG00000179981	TSHZ1	18	72922710	73001905	72922710
ENSG00000206026	SMIM21	18	73121431	73139658	73139658
ENSG00000101493	ZNF516	18	74069644	74207146	74207146
ENSG00000130856	ZNF236	18	74534563	74682683	74534563
ENSG00000197971	MBP	18	74690783	74845639	74845639
ENSG00000166573	GALR1	18	74962505	74980858	74962505
ENSG00000256463	SALL3	18	76740275	76762677	76740275
ENSG00000166377	ATP9B	18	76829285	77138283	76829285
ENSG00000131196	NFATC1	18	77155856	77289325	77155856
ENSG00000060069	CTDP1	18	77439801	77514510	77439801
ENSG00000178342	KCNG2	18	77623668	77660184	77623668
ENSG00000122490	PQLC1	18	77662420	77711664	77711664
ENSG00000226742	HSBP1L1	18	77724561	77730822	77724561
ENSG00000141759	TXNL4A	18	77732867	77793949	77793949
ENSG00000101546	RBFA	18	77794358	77806397	77794358
ENSG00000101544	ADNP2	18	77866915	77905406	77866915
ENSG00000178184	PARD6G	18	77915115	78005429	78005429
ENSG00000176695	OR4F17	19	107471	111696	107471
ENSG00000141934	PPAP2C	19	281040	291393	291393
ENSG00000105556	MIER2	19	305575	344798	344798
ENSG00000105549	THEG	19	361750	376013	376013
ENSG00000183186	C2CD4C	19	405438	409139	409139
ENSG00000129946	SHC2	19	416583	460996	460996
ENSG00000181781	ODF3L2	19	463346	474983	474983
ENSG00000099866	MADCAM1	19	489176	505347	489176
ENSG00000141933	TPGS1	19	507299	519654	507299
ENSG00000099804	CDC34	19	531714	542097	531714
ENSG00000197540	GZMM	19	544034	549919	544034
ENSG00000172270	BSG	19	571297	583493	571297
ENSG00000099822	HCN2	19	589893	617159	589893
ENSG00000099821	POLRMT	19	617223	633597	633597
ENSG00000070388	FGF22	19	639879	643703	639879
ENSG00000070423	RNF126	19	647526	663277	663277
ENSG00000070404	FSTL3	19	676392	683385	676392
ENSG00000185198	PRSS57	19	685521	695460	695460
ENSG00000099864	PALM	19	708953	748329	708953
ENSG00000099812	MISP	19	751126	764319	751126
ENSG00000011304	PTBP1	19	797075	812327	797075
ENSG00000129951	LPPR3	19	812518	821967	821967
ENSG00000172232	AZU1	19	825097	832017	825097
ENSG00000196415	PRTN3	19	840963	848175	840963
ENSG00000197561	ELANE	19	851014	856242	851014
ENSG00000197766	CFD	19	859453	863453	859453
ENSG00000175221	MED16	19	867962	893218	893218
ENSG00000198858	R3HDM4	19	896503	913240	913240
ENSG00000116014	KISS1R	19	917287	921015	917287
ENSG00000116017	ARID3A	19	925781	975939	925781
ENSG00000065268	WDR18	19	983174	994569	983174
ENSG00000116032	GRIN3B	19	1000418	1009731	1000418
ENSG00000182087	TMEM259	19	1009647	1021117	1021117
ENSG00000064666	CNN2	19	1026298	1039068	1026298
ENSG00000064687	ABCA7	19	1040102	1065571	1040102
ENSG00000180448	HMHA1	19	1065922	1086627	1065922
ENSG00000099817	POLR2E	19	1086594	1095598	1095598
ENSG00000167468	GPX4	19	1103936	1106787	1103936
ENSG00000064932	SBNO2	19	1107636	1174282	1174282
ENSG00000118046	STK11	19	1189406	1228428	1189406
ENSG00000099625	C19orf26	19	1228286	1238026	1238026
ENSG00000099624	ATP5D	19	1241749	1244824	1241749
ENSG00000167470	MIDN	19	1248552	1259142	1248552
ENSG00000099622	CIRBP	19	1259384	1274879	1259384
ENSG00000228300	C19orf24	19	1275026	1279248	1275026
ENSG00000160953	MUM1	19	1285890	1378430	1285890
ENSG00000099617	EFNA2	19	1286153	1301430	1286153
ENSG00000115286	NDUFS7	19	1383526	1395583	1383526
ENSG00000130005	GAMT	19	1397091	1401569	1401569
ENSG00000071626	DAZAP1	19	1407568	1435719	1407568
ENSG00000115268	RPS15	19	1438358	1440583	1438358
ENSG00000115266	APC2	19	1446300	1473243	1446300
ENSG00000119559	C19orf25	19	1461142	1479555	1479555
ENSG00000115257	PCSK4	19	1481427	1490751	1490751
ENSG00000115255	REEP6	19	1491165	1497926	1491165
ENSG00000185761	ADAMTSL5	19	1505017	1513603	1513603
ENSG00000185988	PLK5	19	1524073	1535455	1524073
ENSG00000181588	MEX3D	19	1554668	1568057	1568057
ENSG00000071655	MBD3	19	1576639	1592882	1592882
ENSG00000267059	UQCR11	19	1578338	1605444	1605444
ENSG00000127540	UQCR11	19	1597171	1605480	1605480
ENSG00000071564	TCF3	19	1609291	1652604	1652604
ENSG00000205922	ONECUT3	19	1752372	1780987	1752372
ENSG00000130270	ATP8B3	19	1782074	1812275	1812275
ENSG00000079313	REXO1	19	1815248	1848452	1848452
ENSG00000129911	KLF16	19	1852399	1863567	1863567
ENSG00000129968	ABHD17A	19	1876809	1885546	1885546
ENSG00000227500	SCAMP4	19	1905213	1926016	1905213
ENSG00000213638	ADAT3	19	1905377	1913444	1905377
ENSG00000133275	CSNK1G2	19	1941188	1981337	1941188
ENSG00000133243	BTBD2	19	1985447	2034880	2034880
ENSG00000099875	MKNK2	19	2037470	2051243	2051243
ENSG00000172081	MOB3A	19	2071037	2096672	2096672
ENSG00000099840	IZUMO4	19	2096380	2099592	2096380
ENSG00000065000	AP3D1	19	2100988	2164464	2164464
ENSG00000104885	DOT1L	19	2164148	2232577	2164148
ENSG00000104886	PLEKHJ1	19	2230002	2237703	2237703
ENSG00000104897	SF3A2	19	2236520	2248678	2236520
ENSG00000104899	AMH	19	2249308	2252072	2249308
ENSG00000167476	JSRP1	19	2252251	2269758	2269758
ENSG00000104904	OAZ1	19	2269485	2273487	2269485
ENSG00000188305	C19orf35	19	2274631	2282181	2282181
ENSG00000220008	LINGO3	19	2289774	2308156	2308156
ENSG00000130332	LSM7	19	2321516	2328619	2328619
ENSG00000178297	TMPRSS9	19	2389769	2426237	2389769
ENSG00000099800	TIMM13	19	2425622	2427892	2427892
ENSG00000176619	LMNB2	19	2427636	2456994	2456994
ENSG00000099860	GADD45B	19	2476120	2478257	2476120
ENSG00000176533	GNG7	19	2511217	2702707	2702707
ENSG00000176490	DIRAS1	19	2714565	2721416	2721416
ENSG00000141873	SLC39A3	19	2732202	2740150	2740150
ENSG00000104969	SGTA	19	2754712	2783369	2783369
ENSG00000172009	THOP1	19	2785458	2813599	2785458
ENSG00000172006	ZNF554	19	2819872	2835771	2819872
ENSG00000186300	ZNF555	19	2841433	2860482	2841433
ENSG00000172000	ZNF556	19	2867333	2878515	2867333
ENSG00000171970	ZNF57	19	2900896	2918474	2900896
ENSG00000175691	ZNF77	19	2933216	2944969	2944969
ENSG00000104953	TLE6	19	2977444	2995177	2977444
ENSG00000065717	TLE2	19	2997636	3047633	3047633
ENSG00000104964	AES	19	3052908	3063105	3063105
ENSG00000088256	GNA11	19	3094408	3124002	3094408
ENSG00000060558	GNA15	19	3136191	3163767	3136191
ENSG00000125910	S1PR4	19	3172344	3180329	3172344
ENSG00000125912	NCLN	19	3185561	3209573	3185561
ENSG00000161082	CELF5	19	3224701	3297074	3224701
ENSG00000141905	NFIC	19	3359561	3469215	3359561
ENSG00000095932	C19orf77	19	3474405	3480540	3480540
ENSG00000129932	DOHH	19	3490819	3500938	3500938
ENSG00000105325	FZR1	19	3506271	3538328	3506271
ENSG00000161091	MFSD12	19	3538259	3574288	3574288
ENSG00000183397	C19orf71	19	3539152	3544028	3539152
ENSG00000064961	HMG20B	19	3572775	3579086	3572775
ENSG00000179855	GIPC3	19	3585551	3593539	3585551
ENSG00000006638	TBXA2R	19	3594504	3606838	3606838
ENSG00000105298	CACTIN	19	3610639	3626813	3626813
ENSG00000186111	PIP5K1C	19	3630181	3700477	3700477
ENSG00000105289	TJP3	19	3708107	3750811	3708107
ENSG00000011132	APBA3	19	3750817	3761697	3761697
ENSG00000183617	MRPL54	19	3762662	3768573	3762662
ENSG00000173976	RAX2	19	3769087	3772233	3772233
ENSG00000007264	MATK	19	3777971	3802127	3802127
ENSG00000105278	ZFR2	19	3804022	3869030	3869030
ENSG00000167654	ATCAY	19	3879862	3928077	3879862
ENSG00000077009	NMRK2	19	3933101	3942414	3933101
ENSG00000167657	DAPK3	19	3958451	3971121	3971121
ENSG00000167658	EEF2	19	3976054	3985467	3985467
ENSG00000105229	PIAS4	19	4007644	4039384	4007644
ENSG00000178951	ZBTB7A	19	4044362	4066943	4066943
ENSG00000126934	MAP2K2	19	4090319	4124126	4124126
ENSG00000060566	CREB3L3	19	4153598	4173051	4153598
ENSG00000077463	SIRT6	19	4174106	4182601	4182601
ENSG00000089847	ANKRD24	19	4183351	4224811	4183351
ENSG00000105246	EBI3	19	4229495	4237528	4229495
ENSG00000105248	CCDC94	19	4247076	4269087	4247076
ENSG00000105251	SHD	19	4278598	4290721	4278598
ENSG00000167664	TMIGD2	19	4292229	4302428	4302428
ENSG00000105255	FSD1	19	4304597	4323840	4304597
ENSG00000178078	STAP2	19	4324040	4342783	4342783
ENSG00000008382	MPND	19	4343524	4360083	4343524
ENSG00000141985	SH3GL1	19	4360367	4400544	4400544
ENSG00000167670	CHAF1A	19	4402659	4445015	4402659
ENSG00000167671	UBXN6	19	4444996	4457819	4457819
ENSG00000167674	HDGFRP2	19	4472284	4502223	4472284
ENSG00000167676	PLIN4	19	4502204	4517716	4517716
ENSG00000214456	PLIN5	19	4522543	4535236	4535236
ENSG00000171236	LRG1	19	4536421	4540486	4540486
ENSG00000167680	SEMA6B	19	4542600	4559820	4559820
ENSG00000185361	TNFAIP8L1	19	4639530	4655580	4639530
ENSG00000074842	C19orf10	19	4641386	4670382	4670382
ENSG00000142002	DPP9	19	4675236	4724685	4724685
ENSG00000141965	FEM1A	19	4791728	4795571	4791728
ENSG00000127666	TICAM1	19	4815944	4831716	4831716
ENSG00000105355	PLIN3	19	4838353	4867780	4867780
ENSG00000205784	ARRDC5	19	4890449	4902879	4902879
ENSG00000127663	KDM4B	19	4969125	5153606	4969125
ENSG00000105426	PTPRS	19	5158506	5340814	5340814
ENSG00000105428	ZNRF4	19	5455426	5456867	5455426
ENSG00000130254	SAFB2	19	5587010	5624057	5624057
ENSG00000160633	SAFB	19	5623046	5668489	5623046
ENSG00000130255	RPL36	19	5674958	5691887	5674958
ENSG00000174917	C19orf70	19	5678432	5680907	5680907
ENSG00000167733	HSD11B1L	19	5680615	5688533	5680615
ENSG00000196365	LONP1	19	5691845	5720583	5720583
ENSG00000174898	CATSPERD	19	5720688	5778745	5720688
ENSG00000212123	PRR22	19	5782971	5784776	5784776
ENSG00000141994	DUS3L	19	5784843	5791249	5791249
ENSG00000171119	NRTN	19	5823813	5828335	5823813
ENSG00000156413	FUT6	19	5830621	5839742	5839742
ENSG00000171124	FUT3	19	5842899	5851485	5851485
ENSG00000130383	FUT5	19	5865837	5903798	5903798
ENSG00000174886	NDUFA11	19	5891287	5904017	5904017
ENSG00000187650	VMAC	19	5904869	5910864	5904869
ENSG00000105519	CAPS	19	5911718	5915888	5911718
ENSG00000031823	RANBP3	19	5916150	5978153	5978153
ENSG00000087903	RFX2	19	5993175	6199583	6199583
ENSG00000130377	ACSBG2	19	6135258	6193112	6135258
ENSG00000130382	MLLT1	19	6212966	6279959	6279959
ENSG00000167769	ACER1	19	6306153	6333640	6333640
ENSG00000125656	CLPP	19	6361463	6368919	6361463
ENSG00000125652	ALKBH7	19	6372444	6375042	6372444
ENSG00000125650	PSPN	19	6375159	6379069	6379069
ENSG00000125651	GTF2F1	19	6379580	6393992	6393992
ENSG00000088247	KHSRP	19	6413359	6424805	6424805
ENSG00000181240	SLC25A41	19	6426048	6433790	6433790
ENSG00000125648	SLC25A23	19	6436090	6465214	6465214
ENSG00000130545	CRB3	19	6463788	6467232	6463788
ENSG00000205744	DENND1C	19	6467218	6482568	6482568
ENSG00000104833	TUBB4A	19	6494330	6502859	6502859
ENSG00000125657	TNFSF9	19	6531010	6535931	6531010
ENSG00000125726	CD70	19	6583194	6604114	6604114
ENSG00000125735	TNFSF14	19	6663148	6670599	6670599
ENSG00000125730	C3	19	6677715	6730573	6730573
ENSG00000125734	GPR108	19	6729925	6737614	6737614
ENSG00000125733	TRIP10	19	6737936	6751537	6737936
ENSG00000125731	SH2D3A	19	6752171	6767599	6767599
ENSG00000141968	VAV1	19	6772725	6857377	6772725
ENSG00000174837	EMR1	19	6887577	6940470	6887577
ENSG00000237247	MBD3L5	19	7030589	7033022	7030589
ENSG00000205718	MBD3L4	19	7037759	7040190	7040190
ENSG00000230522	MBD3L2	19	7049332	7051746	7049332
ENSG00000182315	MBD3L3	19	7056220	7058651	7058651
ENSG00000130544	ZNF557	19	7069455	7087979	7069455
ENSG00000171105	INSR	19	7112266	7294045	7294045
ENSG00000104880	ARHGEF18	19	7459999	7537363	7459999
ENSG00000104883	PEX11G	19	7541761	7562335	7562335
ENSG00000198723	C19orf45	19	7557862	7573336	7557862
ENSG00000198816	ZNF358	19	7580178	7585912	7580178
ENSG00000090674	MCOLN1	19	7587512	7598895	7587512
ENSG00000032444	PNPLA6	19	7598890	7626650	7598890
ENSG00000076826	CAMSAP3	19	7660788	7683190	7660788
ENSG00000076924	XAB2	19	7684411	7694451	7694451
ENSG00000229833	PET100	19	7694623	7696842	7694623
ENSG00000174788	PCP2	19	7696497	7698634	7698634
ENSG00000076944	STXBP2	19	7701767	7712759	7701767
ENSG00000104918	RETN	19	7733930	7735334	7733930
ENSG00000183019	C19orf59	19	7741514	7744712	7741514
ENSG00000181029	TRAPPC5	19	7745729	7747744	7745729
ENSG00000104921	FCER2	19	7753644	7767032	7767032
ENSG00000182566	CLEC4G	19	7793843	7798792	7798792
ENSG00000090659	CD209	19	7804879	7812464	7812464
ENSG00000104938	CLEC4M	19	7828035	7834491	7828035
ENSG00000142459	EVI5L	19	7895119	7929862	7895119
ENSG00000171017	LRRC8E	19	7953390	7966901	7953390
ENSG00000076984	MAP2K7	19	7968728	7979363	7968728
ENSG00000260001	TGFBR3L	19	7981030	7983982	7981030
ENSG00000104976	SNAPC2	19	7985201	7988135	7985201
ENSG00000178531	CTXN1	19	7989372	7991051	7991051
ENSG00000104980	TIMM44	19	7991603	8008805	8008805
ENSG00000066044	ELAVL1	19	8023463	8070543	8070543
ENSG00000131142	CCL25	19	8117651	8127534	8117651
ENSG00000142449	FBN3	19	8130286	8214730	8214730
ENSG00000090661	CERS4	19	8271620	8327305	8271620
ENSG00000167775	CD320	19	8367011	8373240	8373240
ENSG00000167774	NDUFA7	19	8373167	8386263	8386263
ENSG00000267855	NDUFA7	19	8373490	8386280	8386280
ENSG00000233927	RPS28	19	8386042	8388224	8386042
ENSG00000186994	KANK3	19	8387468	8408146	8408146
ENSG00000167772	ANGPTL4	19	8428173	8439257	8428173
ENSG00000185236	RAB11B	19	8454865	8469318	8454865
ENSG00000099785	MARCH2	19	8478154	8503901	8478154
ENSG00000099783	HNRNPM	19	8509651	8553998	8509651
ENSG00000133246	PRAM1	19	8554940	8567996	8567996
ENSG00000133250	ZNF414	19	8575462	8579048	8579048
ENSG00000142347	MYO1F	19	8585674	8642461	8642461
ENSG00000142303	ADAMTS10	19	8645126	8675620	8675620
ENSG00000181786	ACTL9	19	8807751	8809172	8809172
ENSG00000181733	OR2Z1	19	8841316	8842371	8841316
ENSG00000167785	ZNF558	19	8920380	8943004	8943004
ENSG00000170948	MBD3L1	19	8943074	8954016	8943074
ENSG00000181143	MUC16	19	8959520	9092018	9092018
ENSG00000170929	OR1M1	19	9203855	9204889	9203855
ENSG00000170923	OR7G2	19	9212945	9213982	9213982
ENSG00000161807	OR7G1	19	9225274	9226439	9226439
ENSG00000170920	OR7G3	19	9236688	9237626	9237626
ENSG00000130803	ZNF317	19	9251056	9274100	9251056
ENSG00000188000	OR7D2	19	9296279	9299493	9296279
ENSG00000174667	OR7D4	19	9324526	9325542	9325542
ENSG00000237521	OR7E24	19	9361606	9362820	9361606
ENSG00000196110	ZNF699	19	9404951	9420514	9420514
ENSG00000188321	ZNF559	19	9434448	9461838	9434448
ENSG00000188629	ZNF177	19	9435021	9493293	9435021
ENSG00000174652	ZNF266	19	9523272	9546254	9546254
ENSG00000198028	ZNF560	19	9577183	9609283	9609283
ENSG00000130818	ZNF426	19	9638667	9649303	9649303
ENSG00000197961	ZNF121	19	9671029	9695209	9695209
ENSG00000171469	ZNF561	19	9715356	9732075	9732075
ENSG00000267106	C19orf82	19	9731967	9756572	9731967
ENSG00000171466	ZNF562	19	9759330	9785776	9785776
ENSG00000224689	ZNF812	19	9800600	9811452	9811452
ENSG00000196605	ZNF846	19	9862669	9903856	9903856
ENSG00000127452	FBXL12	19	9920943	9938492	9938492
ENSG00000198258	UBL5	19	9938568	9940791	9938568
ENSG00000127445	PIN1	19	9945933	9960358	9945933
ENSG00000105088	OLFM2	19	9964394	10047228	10047228
ENSG00000080573	COL5A3	19	10070237	10121147	10121147
ENSG00000080511	RDH8	19	10123925	10132955	10123925
ENSG00000130813	C19orf66	19	10196798	10203928	10196798
ENSG00000130812	ANGPTL6	19	10203014	10213472	10213472
ENSG00000130810	PPAN	19	10216965	10225414	10216965
ENSG00000244165	P2RY11	19	10222214	10226048	10222214
ENSG00000130811	EIF3G	19	10225693	10230596	10230596
ENSG00000130816	DNMT1	19	10244021	10341962	10341962
ENSG00000267534	S1PR2	19	10334520	10341948	10341948
ENSG00000105364	MRPL4	19	10362577	10370721	10362577
ENSG00000090339	ICAM1	19	10381511	10397291	10381511
ENSG00000105371	ICAM4	19	10397643	10399198	10397643
ENSG00000105376	ICAM5	19	10400657	10407454	10400657
ENSG00000220201	ZGLP1	19	10415479	10420556	10420556
ENSG00000267673	FDX1L	19	10416103	10426691	10426691
ENSG00000161847	RAVER1	19	10426888	10444316	10444316
ENSG00000076662	ICAM3	19	10444452	10450499	10450499
ENSG00000105397	TYK2	19	10461209	10491352	10491352
ENSG00000105401	CDC37	19	10501810	10530797	10530797
ENSG00000065989	PDE4A	19	10527449	10580305	10527449
ENSG00000079999	KEAP1	19	10596796	10614417	10614417
ENSG00000180739	S1PR5	19	10623623	10628607	10628607
ENSG00000130734	ATG4D	19	10654571	10664094	10654571
ENSG00000129347	KRI1	19	10663761	10676713	10676713
ENSG00000129355	CDKN2D	19	10677138	10679735	10679735
ENSG00000129354	AP1M2	19	10683347	10697991	10697991
ENSG00000129353	SLC44A2	19	10713133	10755235	10713133
ENSG00000129351	ILF3	19	10764937	10803093	10764937
ENSG00000213339	QTRT1	19	10812106	10824113	10812106
ENSG00000079805	DNM2	19	10828755	10944164	10828755
ENSG00000099203	TMED1	19	10943114	10946994	10946994
ENSG00000214212	C19orf38	19	10947251	10980466	10947251
ENSG00000142453	CARM1	19	10982189	11033453	10982189
ENSG00000130733	YIPF2	19	11033444	11039357	11039357
ENSG00000142444	C19orf52	19	11039409	11044211	11039409
ENSG00000127616	SMARCA4	19	11071598	11176071	11071598
